Material,Hf (eV/atom),Ecoh (eV/atom),(ρ0 × λ)⊥τ (10^-16 m2),(ρ0 × λ)⊥λ (10^-16 m2),n,adirection,bdirection,TM_Z,TM_row,TM_group,TM_atomic_radius_calculated,TM_mendeleev_no,TM_electrical_resistivity,TM_poissons_ratio,TM_molar_volume,TM_thermal_conductivity,TM_boiling_point,TM_melting_point,TM_liquid_range,TM_bulk_modulus,TM_youngs_modulus,TM_brinell_hardness,TM_rigidity_modulus,TM_mineral_hardness,TM_vickers_hardness,TM_density_of_solid,TM_coefficient_of_linear_thermal_expansion,TM_ionization_energies,TM_atomic_mass,TM_atomic_radius,TM_average_anionic_radius,TM_average_cationic_radius,TM_average_ionic_radius,TM_electron_affinity,A_Z,A_row,A_group,A_atomic_radius_calculated,A_mendeleev_no,A_electrical_resistivity,A_molar_volume,A_thermal_conductivity,A_boiling_point,A_melting_point,A_liquid_range,A_mineral_hardness,A_density_of_solid,A_ionization_energies,A_atomic_mass,A_atomic_radius,A_average_anionic_radius,A_average_cationic_radius,A_average_ionic_radius,A_electron_affinity,X_Z,X_row,X_group,X_atomic_radius_calculated,X_mendeleev_no,X_refractive_index,X_molar_volume,X_thermal_conductivity,X_boiling_point,X_melting_point,X_liquid_range,X_ionization_energies,X_atomic_mass,X_atomic_radius,X_average_anionic_radius,X_average_cationic_radius,X_average_ionic_radius,X_electron_affinity,mean_Z,stddev_Z,mean_row,stddev_row,mean_group,stddev_group,mean_atomic_radius_calculated,stddev_atomic_radius_calculated,mean_mendeleev_no,stddev_mendeleev_no,mean_molar_volume,stddev_molar_volume,mean_thermal_conductivity,stddev_thermal_conductivity,mean_boiling_point,stddev_boiling_point,mean_melting_point,stddev_melting_point,mean_liquid_range,stddev_liquid_range,mean_ionization_energies,stddev_ionization_energies,mean_atomic_mass,stddev_atomic_mass,mean_atomic_radius,stddev_atomic_radius,mean_average_anionic_radius,stddev_average_anionic_radius,mean_average_cationic_radius,stddev_average_cationic_radius,mean_average_ionic_radius,stddev_average_ionic_radius,mean_electron_affinity,stddev_electron_affinity
α-Cr3GaC2,-0.052,6.6,2.0,2.5,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,31.0,4.0,13.0,1.36,81.0,1.4e-07,11.8,29.0,2477.0,302.91,2174.09,1.5,5904.0,5.999302,69.723,1.3,0.0,0.76,0.76,0.3012011,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,19.166666666666664,9.633564011078949,3.333333333333333,0.9428090415820634,9.833333333333332,3.8477987935383986,1.28,0.4441846462902561,73.66666666666666,17.30767331432956,7.345000000000001,2.173045098473568,98.5,37.27264412407577,3318.1666666666665,713.6241813603448,2407.1516666666666,1187.6222456434632,911.015,577.0709584834434,8.136568,2.225396444143829,41.62211666666666,21.856311936251323,1.15,0.3201562118716424,0.0,0.0,0.6966666666666667,0.2876147114148061,0.6966666666666667,0.2876147114148061,0.8088253206666667,0.3468134053002388
α-Cr3GaN2,-2.838,3.8,2.0,2.8,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,31.0,4.0,13.0,1.36,81.0,1.4e-07,11.8,29.0,2477.0,302.91,2174.09,1.5,5904.0,5.999302,69.723,1.3,0.0,0.76,0.76,0.3012011,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,19.499999999999996,9.17877987534291,3.333333333333333,0.9428090415820634,10.166666666666666,4.2196629670573875,1.2433333333333334,0.49469406932186094,75.33333333333333,19.39644870130154,10.094999999999999,2.9231190533401126,51.84194333333333,43.25020000516093,1910.62,1306.7831644155813,1161.5016666666666,1021.6317293985582,749.1183333333333,720.0804603518663,9.227848666666667,3.761899361844876,42.28745,20.956640552161502,1.1333333333333333,0.3435921354681383,0.44,0.6222539674441618,0.6916666666666667,0.2945146666787392,0.8066666666666666,0.1401982722987539,0.36478745,0.334760308138155
α-Cr3GeC2,-0.003,6.8,2.0,2.0,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,32.0,4.0,14.0,1.25,84.0,0.0005,13.63,60.0,3093.0,1211.4,1881.6,6.0,5323.0,7.899435,72.64,1.25,0.0,0.77,0.77,1.232676413,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,19.333333333333332,9.843215373488933,3.333333333333333,0.9428090415820634,10.0,4.0,1.2616666666666667,0.4427722012753535,74.16666666666666,17.553885293258837,7.65,2.8115476165272395,103.66666666666666,28.364688532673078,3420.833333333333,623.8927302741145,2558.5666666666666,942.258778444412,862.2666666666665,470.90050848230015,8.453256833333333,2.0248831737342616,42.108283333333326,22.49896857979766,1.1416666666666666,0.31677629681247016,0.0,0.0,0.6983333333333333,0.288005594081473,0.6983333333333333,0.288005594081473,0.9640712061666667,0.28839698272009556
α-Cr3GeN2,-2.793,4.0,3.5,3.9,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,32.0,4.0,14.0,1.25,84.0,0.0005,13.63,60.0,3093.0,1211.4,1881.6,6.0,5323.0,7.899435,72.64,1.25,0.0,0.77,0.77,1.232676413,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,19.666666666666664,9.392668535736915,3.333333333333333,0.9428090415820634,10.333333333333332,4.346134936801766,1.225,0.492061987964931,75.83333333333333,19.573933914491715,10.399999999999999,3.1701419526576404,57.00861,42.0478133588918,2013.2866666666666,1369.9201269984887,1312.9166666666667,947.8167477008529,700.3699999999999,625.6739420816565,9.544537499999999,3.5508388501847343,42.77361666666666,21.611086811049603,1.125,0.340036762718386,0.44,0.6222539674441618,0.6933333333333332,0.29492466081281765,0.8083333333333332,0.13969212178533505,0.5200333355000001,0.46133268939586564
α-Cr3AsN2,-2.769,4.0,2.6,3.0,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,33.0,4.0,15.0,1.14,89.0,3.3e-07,12.95,50.0,887.0,1090.0,203.0,3.5,5727.0,9.78855,74.9216,1.15,0.0,0.6599999999999999,0.6599999999999999,0.80482,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,19.833333333333332,9.616247824501103,3.333333333333333,0.9428090415820634,10.5,4.5,1.2066666666666668,0.49283758875403244,76.66666666666666,20.005554784164875,10.286666666666665,3.062986922742062,55.341943333333326,42.09437251169197,1645.62,1326.1319085219238,1292.6833333333334,951.0581303065666,420.6033333333333,349.1092398598977,9.85939,3.473929727844246,43.15388333333333,22.14670329676004,1.1083333333333334,0.33592740617910616,0.44,0.6222539674441618,0.6749999999999999,0.2930017064796722,0.7899999999999999,0.15033296378372907,0.4487239333333334,0.3696169650632695
α-Cr3CdN2,-2.73,3.3,2.7,3.2,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,48.0,5.0,12.0,1.61,75.0,7e-08,13.0,97.0,1040.0,594.22,445.78,2.0,8650.0,8.99382,112.411,1.55,0.0,1.09,1.09,-0.72,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,22.333333333333332,13.767917618708921,3.4999999999999996,1.118033988749895,10.0,4.123105625617661,1.285,0.5129571132170797,74.33333333333333,19.23249564900221,10.294999999999998,3.070280931771553,63.17527666666666,44.66599721435858,1671.12,1312.7023534678376,1210.0533333333333,985.9744415495205,461.0666666666666,335.3412525406851,9.726935,3.4892227807242397,49.402116666666664,32.90384139055381,1.1749999999999998,0.37499999999999994,0.44,0.6222539674441618,0.7466666666666666,0.3307273129869312,0.8616666666666666,0.17218368744518808,0.19458726666666668,0.5277781662718238
α-Cr3InN2,-2.744,3.6,2.5,3.0,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,49.0,5.0,13.0,1.56,79.0,8e-08,15.76,82.0,2345.0,429.75,1915.25,1.2,7310.0,5.7863557,114.818,1.55,0.0,0.94,0.94,0.383926,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,22.499999999999996,14.080127840328723,3.4999999999999996,1.118033988749895,10.166666666666666,4.2196629670573875,1.2766666666666666,0.5079916884709389,75.0,19.313207915827967,10.754999999999999,3.6018363372035656,60.67527666666666,43.09498451660497,1888.62,1298.1454151211258,1182.6416666666667,1004.8206968644814,705.9783333333332,636.2975813096853,9.192357616666666,3.793066556777959,49.80328333333333,33.675236882929106,1.1749999999999998,0.37499999999999994,0.44,0.6222539674441618,0.7216666666666666,0.3087699611181257,0.8366666666666666,0.14613540144521978,0.37857493333333336,0.3335589091995329
α-Cr3SnN2,-2.728,3.8,4.6,6.6,3,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,50.0,5.0,14.0,1.45,83.0,1.15e-07,16.29,67.0,2875.0,505.08,2369.92,1.5,7310.0,7.343918,118.71,1.45,0.0,0.83,0.83,1.1120702,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,22.666666666666664,14.395215254459455,3.4999999999999996,1.118033988749895,10.333333333333332,4.346134936801766,1.2583333333333333,0.4993467955461637,75.66666666666666,19.507833184532707,10.843333333333334,3.7277949991322687,58.17527666666666,42.21142113006568,1976.9533333333331,1343.4368392381616,1195.1966666666667,995.7648634201863,781.7566666666667,785.4040831883221,9.451951333333334,3.5994367614626714,50.45195,34.93524267029642,1.1583333333333332,0.35988038136148637,0.44,0.6222539674441618,0.7033333333333333,0.2983519547261068,0.8183333333333332,0.1387343584777117,0.4999323,0.43150710405133547
β-Ta3AlC2,-3.234,8.8,14.6,15.7,3,0,1,73.0,6.0,5.0,2.0,52.0,1.35e-07,0.34,10.85,57.0,5731.0,3290.0,2441.0,200.0,186.0,800.0,69.0,6.5,873.0,16650.0,6.3e-06,7.549571,180.94788,1.45,0.0,0.82,0.82,0.32312,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,40.666666666666664,32.41741644377122,4.166666666666667,1.8633899812498247,9.333333333333332,4.346134936801766,1.4200000000000002,0.604400529450463,71.0,19.6468827043885,8.855,2.5386856835772322,114.33333333333331,65.49724336862498,4764.166666666667,1089.6974223252168,3067.245,981.1315661648033,1696.9216666666669,871.0451484742656,8.525843,2.011039362099359,98.97442976666667,82.12520583217787,1.1666666666666667,0.3374742788552764,0.0,0.0,0.6224999999999999,0.23373328817265202,0.6224999999999999,0.23373328817265202,0.654403704,0.4314630213515513
α-Ta3AlN2,-0.528,6.2,6.0,5.6,3,1,0,73.0,6.0,5.0,2.0,52.0,1.35e-07,0.34,10.85,57.0,5731.0,3290.0,2441.0,200.0,186.0,800.0,69.0,6.5,873.0,16650.0,6.3e-06,7.549571,180.94788,1.45,0.0,0.82,0.82,0.32312,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,41.0,32.0624390837628,4.166666666666667,1.8633899812498247,9.666666666666666,4.714045207910317,1.3833333333333335,0.6503759596486396,72.66666666666666,21.71532996653644,11.605,1.400865803708549,67.67527666666666,79.04886980313563,3356.6200000000003,2540.9620616608977,1821.595,1496.7947299563157,1535.025,1094.8497468716882,9.617123666666666,3.5205340827664986,99.6397631,81.42306204913298,1.15,0.3605551275463989,0.44,0.6222539674441618,0.6174999999999999,0.2406371750166628,0.7324999999999999,0.08877640452282348,0.21036583333333334,0.20200785356879622
β-Ta3AlN2,-2.959,5.9,11.0,11.2,3,0,1,73.0,6.0,5.0,2.0,52.0,1.35e-07,0.34,10.85,57.0,5731.0,3290.0,2441.0,200.0,186.0,800.0,69.0,6.5,873.0,16650.0,6.3e-06,7.549571,180.94788,1.45,0.0,0.82,0.82,0.32312,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,41.0,32.0624390837628,4.166666666666667,1.8633899812498247,9.666666666666666,4.714045207910317,1.3833333333333335,0.6503759596486396,72.66666666666666,21.71532996653644,11.605,1.400865803708549,67.67527666666666,79.04886980313563,3356.6200000000003,2540.9620616608977,1821.595,1496.7947299563157,1535.025,1094.8497468716882,9.617123666666666,3.5205340827664986,99.6397631,81.42306204913298,1.15,0.3605551275463989,0.44,0.6222539674441618,0.6174999999999999,0.2406371750166628,0.7324999999999999,0.08877640452282348,0.21036583333333334,0.20200785356879622
α-Ta3SiC2,-0.272,9.4,9.8,8.2,3,1,0,73.0,6.0,5.0,2.0,52.0,1.35e-07,0.34,10.85,57.0,5731.0,3290.0,2441.0,200.0,186.0,800.0,69.0,6.5,873.0,16650.0,6.3e-06,7.549571,180.94788,1.45,0.0,0.82,0.82,0.32312,14.0,3.0,14.0,1.11,85.0,0.001,12.06,150.0,3173.0,1687.0,1486.0,6.5,2330.0,8.15168,28.0855,1.1,0.0,0.54,0.54,1.38952128,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,40.833333333333336,32.27701280409257,4.166666666666667,1.8633899812498247,9.5,4.5,1.4083333333333334,0.6095740771682762,71.83333333333333,20.111494778415206,9.198333333333332,2.7965241322438508,100.16666666666666,43.29517550746529,4827.666666666666,978.3335604769753,3192.833333333333,711.0040826574455,1634.8333333333335,870.589726692328,8.886828166666668,1.6917365918512464,99.15842333333333,81.9647866068085,1.1416666666666666,0.3359274061791062,0.0,0.0,0.6,0.23409399821439247,0.6,0.23409399821439247,0.8138514173333333,0.49256568986470534
β-Ta3SiC2,-0.582,9.1,3.8,3.9,3,0,1,73.0,6.0,5.0,2.0,52.0,1.35e-07,0.34,10.85,57.0,5731.0,3290.0,2441.0,200.0,186.0,800.0,69.0,6.5,873.0,16650.0,6.3e-06,7.549571,180.94788,1.45,0.0,0.82,0.82,0.32312,14.0,3.0,14.0,1.11,85.0,0.001,12.06,150.0,3173.0,1687.0,1486.0,6.5,2330.0,8.15168,28.0855,1.1,0.0,0.54,0.54,1.38952128,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,40.833333333333336,32.27701280409257,4.166666666666667,1.8633899812498247,9.5,4.5,1.4083333333333334,0.6095740771682762,71.83333333333333,20.111494778415206,9.198333333333332,2.7965241322438508,100.16666666666666,43.29517550746529,4827.666666666666,978.3335604769753,3192.833333333333,711.0040826574455,1634.8333333333335,870.589726692328,8.886828166666668,1.6917365918512464,99.15842333333333,81.9647866068085,1.1416666666666666,0.3359274061791062,0.0,0.0,0.6,0.23409399821439247,0.6,0.23409399821439247,0.8138514173333333,0.49256568986470534
α-Ti4AlC3,-0.792,8.0,4.1,4.3,4,1,0,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,14.875,7.440388094716565,3.125,0.9270248108869579,8.875,4.88460592064498,1.27875,0.5059505287080941,71.125,20.642416888533184,8.55375,2.536177919133435,92.875,76.61174436729658,3741.5,496.12070103957564,2512.18375,1047.1838837321923,1229.31625,569.981383554268,8.384889124999999,2.2431466146756565,31.810204825,16.698277892591438,1.11875,0.32781235104858386,0.0,0.0,0.6227083333333334,0.2561357299417201,0.6227083333333334,0.2561357299417201,0.5651694795,0.5515471772257624
α-Ti4SiC3,-0.835,8.3,3.1,3.2,4,1,0,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,14.0,3.0,14.0,1.11,85.0,0.001,12.06,150.0,3173.0,1687.0,1486.0,6.5,2330.0,8.15168,28.0855,1.1,0.0,0.54,0.54,1.38952128,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,15.0,7.416198487095663,3.125,0.9270248108869579,9.0,5.0,1.27,0.5081830378908765,71.75,20.97468712519927,8.811250000000001,2.764264990463107,82.25,60.327750662526775,3789.125,414.2135432056755,2606.375,928.0603344476048,1182.75,530.525623792103,8.655628,2.0605177351141624,31.9482,16.66232630742178,1.0999999999999999,0.324037034920393,0.0,0.0,0.6058333333333333,0.2565814252391973,0.6058333333333333,0.2565814252391973,0.6847552645,0.6104579947031755
β-Ti4SiC3,-0.07,7.5,2.9,2.0,4,0,1,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,14.0,3.0,14.0,1.11,85.0,0.001,12.06,150.0,3173.0,1687.0,1486.0,6.5,2330.0,8.15168,28.0855,1.1,0.0,0.54,0.54,1.38952128,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,15.0,7.416198487095663,3.125,0.9270248108869579,9.0,5.0,1.27,0.5081830378908765,71.75,20.97468712519927,8.811250000000001,2.764264990463107,82.25,60.327750662526775,3789.125,414.2135432056755,2606.375,928.0603344476048,1182.75,530.525623792103,8.655628,2.0605177351141624,31.9482,16.66232630742178,1.0999999999999999,0.324037034920393,0.0,0.0,0.6058333333333333,0.2565814252391973,0.6058333333333333,0.2565814252391973,0.6847552645,0.6104579947031755
α-Ti4GaC3,-0.811,7.9,4.0,4.1,4,1,0,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,31.0,4.0,13.0,1.36,81.0,1.4e-07,11.8,29.0,2477.0,302.91,2174.09,1.5,5904.0,5.999302,69.723,1.3,0.0,0.76,0.76,0.3012011,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,17.125,9.075206609218327,3.25,0.9682458365518543,8.875,4.88460592064498,1.30125,0.5050603305546774,71.25,20.69873184521216,8.77875,2.7271571163942867,67.125,56.49211781301884,3702.125,575.9875080025607,2433.36375,1178.5375126394736,1268.76125,620.8130205713613,8.38658075,2.2413411036551163,37.1528875,20.66509687785406,1.125,0.33071891388307384,0.0,0.0,0.6333333333333333,0.25982098538117443,0.6333333333333333,0.25982098538117443,0.548715242,0.5571843574059803
β-Ti4GaC3,-0.005,7.1,2.4,2.4,4,0,1,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,31.0,4.0,13.0,1.36,81.0,1.4e-07,11.8,29.0,2477.0,302.91,2174.09,1.5,5904.0,5.999302,69.723,1.3,0.0,0.76,0.76,0.3012011,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,17.125,9.075206609218327,3.25,0.9682458365518543,8.875,4.88460592064498,1.30125,0.5050603305546774,71.25,20.69873184521216,8.77875,2.7271571163942867,67.125,56.49211781301884,3702.125,575.9875080025607,2433.36375,1178.5375126394736,1268.76125,620.8130205713613,8.38658075,2.2413411036551163,37.1528875,20.66509687785406,1.125,0.33071891388307384,0.0,0.0,0.6333333333333333,0.25982098538117443,0.6333333333333333,0.25982098538117443,0.548715242,0.5571843574059803
α-Ti4GeN3,-4.346,5.3,2.5,2.8,4,1,0,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,32.0,4.0,14.0,1.25,84.0,0.0005,13.63,60.0,3093.0,1211.4,1881.6,6.0,5323.0,7.899435,72.64,1.25,0.0,0.77,0.77,1.232676413,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,17.625,8.816709987291178,3.25,0.9682458365518543,9.375,5.383713866839507,1.2462499999999999,0.5554938681029702,73.5,23.02715787933891,12.10125,1.4615098143700571,18.50968625,18.692024104478318,2195.635,1647.441132597763,1145.56875,869.6779418042851,1050.06625,806.5794949342795,9.851788125,3.642714213817714,38.2660125,20.358749929295602,1.1,0.3517811819867572,0.495,0.6390422521242238,0.6289583333333333,0.267677689556136,0.7583333333333333,0.1027064316930109,0.165607051625,0.4089030696392398
β-Ti4GeN3,-3.895,4.9,3.1,3.2,4,0,1,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,32.0,4.0,14.0,1.25,84.0,0.0005,13.63,60.0,3093.0,1211.4,1881.6,6.0,5323.0,7.899435,72.64,1.25,0.0,0.77,0.77,1.232676413,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,17.625,8.816709987291178,3.25,0.9682458365518543,9.375,5.383713866839507,1.2462499999999999,0.5554938681029702,73.5,23.02715787933891,12.10125,1.4615098143700571,18.50968625,18.692024104478318,2195.635,1647.441132597763,1145.56875,869.6779418042851,1050.06625,806.5794949342795,9.851788125,3.642714213817714,38.2660125,20.358749929295602,1.1,0.3517811819867572,0.495,0.6390422521242238,0.6289583333333333,0.267677689556136,0.7583333333333333,0.1027064316930109,0.165607051625,0.4089030696392398
α-Ti4InC3,-0.744,7.8,3.8,3.8,4,1,0,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,49.0,5.0,13.0,1.56,79.0,8e-08,15.76,82.0,2345.0,429.75,1915.25,1.2,7310.0,5.7863557,114.818,1.55,0.0,0.94,0.94,0.383926,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,19.375,13.425139664077987,3.375,1.1110243021644486,8.875,4.88460592064498,1.32625,0.512248413857964,71.0,20.591260281974,9.27375,3.484766625973682,73.75,54.71231579818204,3685.625,611.6342733815691,2449.21875,1150.2841594410215,1236.40625,578.0596035647513,8.3599624625,2.270607896524683,42.7897625,31.885012986156106,1.15625,0.3565787956398978,0.0,0.0,0.6558333333333333,0.2770391568793922,0.6558333333333333,0.2770391568793922,0.5590558545,0.5532485972369541
β-Ti4InN3,-3.749,4.5,0.6,2.2,4,0,1,22.0,4.0,4.0,1.76,51.0,4e-07,0.32,10.64,22.0,3560.0,1941.0,1619.0,110.0,116.0,716.0,44.0,6.0,970.0,4507.0,8.6e-06,6.82812,47.867,1.4,0.0,0.8516666666666667,0.8516666666666667,0.075545,49.0,5.0,13.0,1.56,79.0,8e-08,15.76,82.0,2345.0,429.75,1915.25,1.2,7310.0,5.7863557,114.818,1.55,0.0,0.94,0.94,0.383926,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,19.75,13.055171389146908,3.375,1.1110243021644486,9.25,5.2855936279664935,1.285,0.5651327277728657,72.875,22.80042488639192,12.3675,1.8564196050462294,21.25968625,25.110276596393728,2102.135,1614.7602857312909,1047.8625,900.1672357644162,1054.2725,810.980645326231,9.587653212500001,3.8456607821337077,43.5382625,31.169080036389325,1.1375,0.3805834336909582,0.495,0.6390422521242238,0.6502083333333333,0.2842649359654554,0.7795833333333333,0.11918633287606614,0.05951325,0.13990744537528194
