Growth Temperature (°C),TDMAT Pressure (Torr),N2 Gas Flow (sccm),N2 Plasma RF Power (W),log10 Normalized XRD Intensity (Inorm = ITiN(002)/ISTO(002)d)
700.0,4.4,2.5,300.0,-3.9716159846165473
700.0,4.4,2.5,400.0,-3.8255881548422677
700.0,4.4,2.5,500.0,-3.9987844877595435
700.0,4.4,3.0,0.0,-5.706049065003763
700.0,4.4,3.0,100.0,-5.707671374656058
700.0,4.4,3.0,200.0,-4.361693900254654
700.0,4.4,3.0,300.0,-4.087779038881569
700.0,4.4,3.0,400.0,-3.9422018952118503
700.0,4.4,3.0,500.0,-4.039418335415472
700.0,4.4,3.5,0.0,-5.717004515164762
700.0,4.4,3.5,100.0,-5.72755524892246
700.0,4.4,3.5,200.0,-4.515856999609346
700.0,4.4,3.5,300.0,-4.139897044127414
700.0,4.4,3.5,400.0,-3.9097808068374267
700.0,4.4,3.5,500.0,-4.128679546046068
700.0,4.4,4.0,0.0,-5.820396112791201
700.0,4.4,4.0,100.0,-5.820664524237382
700.0,4.4,4.0,200.0,-4.5236998910860695
700.0,4.4,4.0,300.0,-4.251519300129857
700.0,4.4,4.0,400.0,-4.163939499710129
700.0,4.4,4.0,500.0,-4.2622606165808055
700.0,4.4,4.5,0.0,-5.824311256035378
700.0,4.4,4.5,100.0,-5.882656491570638
700.0,4.4,4.5,200.0,-4.77092044809948
700.0,4.4,4.5,300.0,-4.404898195766049
700.0,4.4,4.5,400.0,-4.161310556222698
700.0,4.4,4.5,500.0,-4.263143293059176
700.0,4.7,0.0,0.0,-6.106951788770231
700.0,4.7,0.0,100.0,-6.059213410809682
700.0,4.7,0.0,200.0,-5.5031954226288535
700.0,4.7,0.0,300.0,-4.183935595411884
700.0,4.7,0.0,400.0,-4.022890657284116
700.0,4.7,0.0,500.0,-4.044236899313636
700.0,4.7,0.5,0.0,-6.053631570420772
700.0,4.7,0.5,100.0,-6.0409578048229955
700.0,4.7,0.5,200.0,-5.477707390704246
700.0,4.7,0.5,300.0,-4.170943527823595
700.0,4.7,0.5,400.0,-4.016495417430624
700.0,4.7,0.5,500.0,-4.075134079480131
700.0,4.7,1.0,0.0,-6.030276808664365
700.0,4.7,1.0,100.0,-6.0302093325962165
700.0,4.7,1.0,200.0,-5.479817294018201
700.0,4.7,1.0,300.0,-4.203392301012519
700.0,4.7,1.0,400.0,-4.018495064494584
700.0,4.7,1.0,500.0,-3.912151031600403
700.0,4.7,1.5,0.0,-6.014734747574165
700.0,4.7,1.5,100.0,-6.071579300794078
700.0,4.7,1.5,200.0,-5.49290407347946
700.0,4.7,1.5,300.0,-4.003814677096962
700.0,4.7,1.5,400.0,-3.8135784281751723
700.0,4.7,1.5,500.0,-3.888774340379269
700.0,4.7,2.0,0.0,-6.061603265115961
700.0,4.7,2.0,100.0,-5.778217177298235
700.0,4.7,2.0,200.0,-5.148450209208258
700.0,4.7,2.0,300.0,-3.969993674964255
700.0,4.7,2.0,400.0,-3.8152007378274653
700.0,4.7,2.0,500.0,-3.8980439973019645
700.0,4.7,2.5,0.0,-5.706049065003763
700.0,4.7,2.5,100.0,-5.706049065003763
700.0,4.7,2.5,200.0,-5.1500725188605525
700.0,4.7,2.5,300.0,-3.98200340163135
700.0,4.7,2.5,400.0,-3.9007520109916025
700.0,4.7,2.5,500.0,-4.020803721463641
700.0,4.7,3.0,0.0,-5.707671374656058
700.0,4.7,3.0,100.0,-5.717004515164762
700.0,4.7,3.0,200.0,-4.375730126751663
700.0,4.7,3.0,300.0,-4.139628632681233
700.0,4.7,3.0,400.0,-3.942470306658031
700.0,4.7,3.0,500.0,-4.028734101704634
700.0,4.7,3.5,0.0,-5.72755524892246
700.0,4.7,3.5,100.0,-5.820396112791201
700.0,4.7,3.5,200.0,-4.516125411055527
700.0,4.7,3.5,300.0,-4.1474715241579565
700.0,4.7,3.5,400.0,-4.054092562660473
700.0,4.7,3.5,500.0,-4.249519931938115
700.0,4.7,4.0,0.0,-5.820664524237382
700.0,4.7,4.0,100.0,-5.824311256035378
700.0,4.7,4.0,200.0,-4.625263926254378
700.0,4.7,4.0,300.0,-4.404898195766049
700.0,4.7,4.0,400.0,-4.2065572319947035
700.0,4.7,4.0,500.0,-4.249519931938115
700.0,4.7,4.5,0.0,-5.854269445764659
700.0,4.7,4.5,100.0,-5.946532323915019
700.0,4.7,4.5,200.0,-4.77092044809948
700.0,4.7,4.5,300.0,-4.404898195766049
700.0,4.7,4.5,400.0,-4.2074399084730745
700.0,4.7,4.5,500.0,-4.252192580847719
700.0,5.000000000000001,0.0,0.0,-6.059213410809682
700.0,5.000000000000001,0.0,100.0,-6.053631570420772
700.0,5.000000000000001,0.0,200.0,-5.490521657031077
700.0,5.000000000000001,0.0,300.0,-4.174629520529685
700.0,5.000000000000001,0.0,400.0,-4.018415627282898
700.0,5.000000000000001,0.0,500.0,-4.042989788441712
700.0,5.000000000000001,0.5,0.0,-6.0409578048229955
700.0,5.000000000000001,0.5,100.0,-6.030276808664365
700.0,5.000000000000001,0.5,200.0,-5.4776399146360975
700.0,5.000000000000001,0.5,300.0,-4.168234280676192
700.0,5.000000000000001,0.5,400.0,-4.050864400471823
700.0,5.000000000000001,0.5,500.0,-4.050496838500932
700.0,5.000000000000001,1.0,0.0,-6.0302093325962165
700.0,5.000000000000001,1.0,100.0,-6.014734747574165
700.0,5.000000000000001,1.0,200.0,-5.5160003810108105
700.0,5.000000000000001,1.0,300.0,-4.171442042829215
700.0,5.000000000000001,1.0,400.0,-3.8530856043124935
700.0,5.000000000000001,1.0,500.0,-3.8884966689443714
700.0,5.000000000000001,1.5,0.0,-6.071579300794078
700.0,5.000000000000001,1.5,100.0,-6.061603265115961
700.0,5.000000000000001,1.5,200.0,-5.220618321502728
700.0,5.000000000000001,1.5,300.0,-3.969993674964255
700.0,5.000000000000001,1.5,400.0,-3.812065628927181
700.0,5.000000000000001,1.5,500.0,-3.889407008613262
700.0,5.000000000000001,2.0,0.0,-5.778217177298235
700.0,5.000000000000001,2.0,100.0,-5.706049065003763
700.0,5.000000000000001,2.0,200.0,-5.148450209208258
700.0,5.000000000000001,2.0,300.0,-3.9716159846165473
700.0,5.000000000000001,2.0,400.0,-3.822484079239115
700.0,5.000000000000001,2.0,500.0,-3.978626775948106
700.0,5.000000000000001,2.5,0.0,-5.706049065003763
700.0,5.000000000000001,2.5,100.0,-5.707671374656058
700.0,5.000000000000001,2.5,200.0,-5.1594056593692565
700.0,5.000000000000001,2.5,300.0,-3.996039628128358
700.0,5.000000000000001,2.5,400.0,-3.944644294967068
700.0,5.000000000000001,2.5,500.0,-4.021159621674091
700.0,5.000000000000001,3.0,0.0,-5.717004515164762
700.0,5.000000000000001,3.0,100.0,-5.72755524892246
700.0,5.000000000000001,3.0,200.0,-5.281326684918107
700.0,5.000000000000001,3.0,300.0,-4.139897044127414
700.0,5.000000000000001,3.0,400.0,-3.9500447866885735
700.0,5.000000000000001,3.0,500.0,-4.113940180098661
700.0,5.000000000000001,3.5,0.0,-5.79369421772561
700.0,5.000000000000001,3.5,100.0,-5.820664524237382
700.0,5.000000000000001,3.5,200.0,-5.285241828162283
700.0,5.000000000000001,3.5,300.0,-4.251519300129857
700.0,5.000000000000001,3.5,400.0,-4.2065572319947035
700.0,5.000000000000001,3.5,500.0,-4.249519931938115
700.0,5.000000000000001,4.0,0.0,-5.824311256035378
700.0,5.000000000000001,4.0,100.0,-5.854269445764659
700.0,5.000000000000001,4.0,200.0,-5.459241118445289
700.0,5.000000000000001,4.0,300.0,-4.404898195766049
700.0,5.000000000000001,4.0,400.0,-4.2065572319947035
700.0,5.000000000000001,4.0,500.0,-4.250402608416486
700.0,5.000000000000001,4.5,0.0,-5.946532323915019
700.0,5.000000000000001,4.5,100.0,-5.946532323915019
700.0,5.000000000000001,4.5,200.0,-5.459241118445289
700.0,5.000000000000001,4.5,300.0,-4.405780872244421
700.0,5.000000000000001,4.5,400.0,-4.2092298809043065
700.0,5.000000000000001,4.5,500.0,-4.252192580847719
700.0,5.300000000000001,0.0,0.0,-6.053631570420772
700.0,5.300000000000001,0.0,100.0,-6.0409578048229955
700.0,5.300000000000001,0.0,200.0,-5.5473166778137575
700.0,5.300000000000001,0.0,300.0,-4.170943527823595
700.0,5.300000000000001,0.0,400.0,-4.072050549884519
700.0,5.300000000000001,0.0,500.0,-4.079719518123648
700.0,5.300000000000001,0.5,0.0,-6.030276808664365
700.0,5.300000000000001,0.5,100.0,-6.0302093325962165
700.0,5.300000000000001,0.5,200.0,-5.529748363370077
700.0,5.300000000000001,0.5,300.0,-4.203392301012519
700.0,5.300000000000001,0.5,400.0,-4.0740501969484795
700.0,5.300000000000001,0.5,500.0,-3.9151647608983127
700.0,5.300000000000001,1.0,0.0,-6.014734747574165
700.0,5.300000000000001,1.0,100.0,-6.071579300794078
700.0,5.300000000000001,1.0,200.0,-5.575369789142296
700.0,5.300000000000001,1.0,300.0,-4.003814677096962
700.0,5.300000000000001,1.0,400.0,-3.8732175341173134
700.0,5.300000000000001,1.0,500.0,-3.8884966689443714
700.0,5.300000000000001,1.5,0.0,-6.061603265115961
700.0,5.300000000000001,1.5,100.0,-5.778217177298235
700.0,5.300000000000001,1.5,200.0,-5.219815589030097
700.0,5.300000000000001,1.5,300.0,-3.969993674964255
700.0,5.300000000000001,1.5,400.0,-3.8748398437696063
700.0,5.300000000000001,1.5,500.0,-3.8980439973019645
700.0,5.300000000000001,2.0,0.0,-5.706049065003763
700.0,5.300000000000001,2.0,100.0,-5.706049065003763
700.0,5.300000000000001,2.0,200.0,-5.2214378986823915
700.0,5.300000000000001,2.0,300.0,-3.98200340163135
700.0,5.300000000000001,2.0,400.0,-3.8992634872814165
700.0,5.300000000000001,2.0,500.0,-4.020803721463641
700.0,5.300000000000001,2.5,0.0,-5.707957874365517
700.0,5.300000000000001,2.5,100.0,-5.717004515164762
700.0,5.300000000000001,2.5,200.0,-5.243626629607278
700.0,5.300000000000001,2.5,300.0,-4.139628632681233
700.0,5.300000000000001,2.5,400.0,-4.00347224361577
700.0,5.300000000000001,2.5,500.0,-4.028734101704634
700.0,5.300000000000001,3.0,0.0,-5.72755524892246
700.0,5.300000000000001,3.0,100.0,-5.79369421772561
700.0,5.300000000000001,3.0,200.0,-5.2815950963642875
700.0,5.300000000000001,3.0,300.0,-4.1474715241579565
700.0,5.300000000000001,3.0,400.0,-4.115094499618209
700.0,5.300000000000001,3.0,500.0,-4.249519931938115
700.0,5.300000000000001,3.5,0.0,-5.820664524237382
700.0,5.300000000000001,3.5,100.0,-5.824311256035378
700.0,5.300000000000001,3.5,200.0,-5.322977103935043
700.0,5.300000000000001,3.5,300.0,-4.404898195766049
700.0,5.300000000000001,3.5,400.0,-4.249225548328984
700.0,5.300000000000001,3.5,500.0,-4.249519931938115
700.0,5.300000000000001,4.0,0.0,-5.854269445764659
700.0,5.300000000000001,4.0,100.0,-5.946532323915019
700.0,5.300000000000001,4.0,200.0,-5.459241118445289
700.0,5.300000000000001,4.0,300.0,-4.404898195766049
700.0,5.300000000000001,4.0,400.0,-4.250108224807356
700.0,5.300000000000001,4.0,500.0,-4.252192580847719
700.0,5.300000000000001,4.5,0.0,-5.946532323915019
700.0,5.300000000000001,4.5,100.0,-5.946532323915019
700.0,5.300000000000001,4.5,200.0,-5.460123794923659
700.0,5.300000000000001,4.5,300.0,-4.4066699869067945
700.0,5.300000000000001,4.5,400.0,-4.251898197238588
700.0,5.300000000000001,4.5,500.0,-4.252192580847719
700.0,5.6000000000000005,0.0,0.0,-6.0409578048229955
700.0,5.6000000000000005,0.0,100.0,-6.030276808664365
700.0,5.6000000000000005,0.0,200.0,-5.635345024027915
700.0,5.6000000000000005,0.0,300.0,-4.147572814448889
700.0,5.6000000000000005,0.0,400.0,-4.107208570220847
700.0,5.6000000000000005,0.0,500.0,-4.052068547846538
700.0,5.6000000000000005,0.5,0.0,-6.025053845735717
700.0,5.6000000000000005,0.5,100.0,-6.014734747574165
700.0,5.6000000000000005,0.5,200.0,-5.675769204913391
700.0,5.6000000000000005,0.5,300.0,-4.1852612543733745
700.0,5.6000000000000005,0.5,400.0,-3.909160516225831
700.0,5.6000000000000005,0.5,500.0,-3.8888229532424714
700.0,5.6000000000000005,1.0,0.0,-6.071579300794078
700.0,5.6000000000000005,1.0,100.0,-6.061603265115961
700.0,5.6000000000000005,1.0,200.0,-5.381159989647973
700.0,5.6000000000000005,1.0,300.0,-3.969993674964255
700.0,5.6000000000000005,1.0,400.0,-3.8732175341173134
700.0,5.6000000000000005,1.0,500.0,-3.889733292911362
700.0,5.6000000000000005,1.5,0.0,-5.778217177298235
700.0,5.6000000000000005,1.5,100.0,-5.706049065003763
700.0,5.6000000000000005,1.5,200.0,-5.3089918773535025
700.0,5.6000000000000005,1.5,300.0,-3.9716159846165473
700.0,5.6000000000000005,1.5,400.0,-3.8852272607844096
700.0,5.6000000000000005,1.5,500.0,-3.9080933617257894
700.0,5.6000000000000005,2.0,0.0,-5.706049065003763
700.0,5.6000000000000005,2.0,100.0,-5.707957874365517
700.0,5.6000000000000005,2.0,200.0,-5.319947327514501
700.0,5.6000000000000005,2.0,300.0,-3.996039628128358
700.0,5.6000000000000005,2.0,400.0,-4.043511975441585
700.0,5.6000000000000005,2.0,500.0,-4.0217602625717435
700.0,5.6000000000000005,2.5,0.0,-5.717004515164762
700.0,5.6000000000000005,2.5,100.0,-5.72755524892246
700.0,5.6000000000000005,2.5,200.0,-5.409236452468825
700.0,5.6000000000000005,2.5,300.0,-4.139897044127414
700.0,5.6000000000000005,2.5,400.0,-4.051354866918309
700.0,5.6000000000000005,2.5,500.0,-4.11578624604382
700.0,5.6000000000000005,3.0,0.0,-5.79369421772561
700.0,5.6000000000000005,3.0,100.0,-5.820664524237382
700.0,5.6000000000000005,3.0,200.0,-5.355070644593822
700.0,5.6000000000000005,3.0,300.0,-4.196300668891941
700.0,5.6000000000000005,3.0,400.0,-4.308781538526396
700.0,5.6000000000000005,3.0,500.0,-4.2513659978832745
700.0,5.6000000000000005,3.5,0.0,-5.820664524237382
700.0,5.6000000000000005,3.5,100.0,-5.854269445764659
700.0,5.6000000000000005,3.5,200.0,-5.529069934876826
700.0,5.6000000000000005,3.5,300.0,-4.404898195766049
700.0,5.6000000000000005,3.5,400.0,-4.308781538526396
700.0,5.6000000000000005,3.5,500.0,-4.251974317762094
700.0,5.6000000000000005,4.0,0.0,-5.882656491570638
700.0,5.6000000000000005,4.0,100.0,-5.946532323915019
700.0,5.6000000000000005,4.0,200.0,-5.529069934876826
700.0,5.6000000000000005,4.0,300.0,-4.405780872244421
700.0,5.6000000000000005,4.0,400.0,-4.3114541874359995
700.0,5.6000000000000005,4.0,500.0,-4.252192580847719
700.0,5.6000000000000005,4.5,0.0,-5.946532323915019
700.0,5.6000000000000005,4.5,100.0,-5.9474150003933905
700.0,5.6000000000000005,4.5,200.0,-5.530841726017574
700.0,5.6000000000000005,4.5,300.0,-4.4066699869067945
700.0,5.6000000000000005,4.5,400.0,-4.3114541874359995
700.0,5.6000000000000005,4.5,500.0,-4.252192580847719
700.0,5.900000000000001,0.0,0.0,-6.030276808664365
700.0,5.900000000000001,0.0,100.0,-6.025053845735717
700.0,5.900000000000001,0.0,200.0,-6.014734747574165
700.0,5.900000000000001,0.0,300.0,-4.235910063202114
700.0,5.900000000000001,0.0,400.0,-4.088149473491534
700.0,5.900000000000001,0.0,500.0,-3.9154910451964127
700.0,5.900000000000001,0.5,0.0,-6.014734747574165
700.0,5.900000000000001,0.5,100.0,-6.071579300794078
700.0,5.900000000000001,0.5,200.0,-5.664546077465698
700.0,5.900000000000001,0.5,300.0,-4.0369717029749825
700.0,5.900000000000001,0.5,400.0,-3.872020226191458
700.0,5.900000000000001,0.5,500.0,-3.8888229532424714
700.0,5.900000000000001,1.0,0.0,-6.061603265115961
700.0,5.900000000000001,1.0,100.0,-5.778217177298235
700.0,5.900000000000001,1.0,200.0,-5.3089918773535025
700.0,5.900000000000001,1.0,300.0,-3.983084849179763
700.0,5.900000000000001,1.0,400.0,-3.8736425358437505
700.0,5.900000000000001,1.0,500.0,-3.898370281600064
700.0,5.900000000000001,1.5,0.0,-5.706049065003763
700.0,5.900000000000001,1.5,100.0,-5.706049065003763
700.0,5.900000000000001,1.5,200.0,-5.310900686715255
700.0,5.900000000000001,1.5,300.0,-3.994040299340761
700.0,5.900000000000001,1.5,400.0,-3.8980661793555607
700.0,5.900000000000001,1.5,500.0,-4.021404362361293
700.0,5.900000000000001,2.0,0.0,-5.707957874365517
700.0,5.900000000000001,2.0,100.0,-5.717004515164762
700.0,5.900000000000001,2.0,200.0,-5.332802917930681
700.0,5.900000000000001,2.0,300.0,-4.092258973748022
700.0,5.900000000000001,2.0,400.0,-4.042852336797598
700.0,5.900000000000001,2.0,500.0,-4.029334742602286
700.0,5.900000000000001,2.5,0.0,-5.72755524892246
700.0,5.900000000000001,2.5,100.0,-5.79369421772561
700.0,5.900000000000001,2.5,200.0,-5.4393938280249925
700.0,5.900000000000001,2.5,300.0,-4.1474715241579565
700.0,5.900000000000001,2.5,400.0,-4.099255961562124
700.0,5.900000000000001,2.5,500.0,-4.250120572835768
700.0,5.900000000000001,3.0,0.0,-5.820664524237382
700.0,5.900000000000001,3.0,100.0,-5.820664524237382
700.0,5.900000000000001,3.0,200.0,-5.480775835595746
700.0,5.900000000000001,3.0,300.0,-4.404898195766049
700.0,5.900000000000001,3.0,400.0,-4.308781538526396
700.0,5.900000000000001,3.0,500.0,-4.250120572835768
700.0,5.900000000000001,3.5,0.0,-5.854269445764659
700.0,5.900000000000001,3.5,100.0,-5.882656491570638
700.0,5.900000000000001,3.5,200.0,-5.6127902554500295
700.0,5.900000000000001,3.5,300.0,-4.404898195766049
700.0,5.900000000000001,3.5,400.0,-4.3096642150047675
700.0,5.900000000000001,3.5,500.0,-4.252793221745373
700.0,5.900000000000001,4.0,0.0,-5.946532323915019
700.0,5.900000000000001,4.0,100.0,-5.946532323915019
700.0,5.900000000000001,4.0,200.0,-5.613672931928401
700.0,5.900000000000001,4.0,300.0,-4.4066699869067945
700.0,5.900000000000001,4.0,400.0,-4.3114541874359995
700.0,5.900000000000001,4.0,500.0,-4.252793221745373
700.0,5.900000000000001,4.5,0.0,-5.9474150003933905
700.0,5.900000000000001,4.5,100.0,-5.948304115055766
700.0,5.900000000000001,4.5,200.0,-5.614562046590777
700.0,5.900000000000001,4.5,300.0,-4.4066699869067945
700.0,5.900000000000001,4.5,400.0,-4.3114541874359995
700.0,5.900000000000001,4.5,500.0,-4.252793221745373
700.0,6.200000000000001,0.0,0.0,-6.025053845735717
700.0,6.200000000000001,0.0,100.0,-6.014734747574165
700.0,6.200000000000001,0.0,200.0,-6.071579300794078
700.0,6.200000000000001,0.0,300.0,-4.217779016562969
700.0,6.200000000000001,0.0,400.0,-4.021148204821502
700.0,6.200000000000001,0.0,500.0,-3.8888229532424714
700.0,6.200000000000001,0.5,0.0,-6.071579300794078
700.0,6.200000000000001,0.5,100.0,-6.061603265115961
700.0,6.200000000000001,0.5,200.0,-5.778217177298235
700.0,6.200000000000001,0.5,300.0,-4.0031507008422755
700.0,6.200000000000001,0.5,400.0,-3.872020226191458
700.0,6.200000000000001,0.5,500.0,-3.889733292911362
700.0,6.200000000000001,1.0,0.0,-5.778217177298235
700.0,6.200000000000001,1.0,100.0,-5.706049065003763
700.0,6.200000000000001,1.0,200.0,-5.706049065003763
700.0,6.200000000000001,1.0,300.0,-4.0050595102040285
700.0,6.200000000000001,1.0,400.0,-3.882975676352455
700.0,6.200000000000001,1.0,500.0,-3.9080933617257894
700.0,6.200000000000001,1.5,0.0,-5.706049065003763
700.0,6.200000000000001,1.5,100.0,-5.707957874365517
700.0,6.200000000000001,1.5,200.0,-5.717004515164762
700.0,6.200000000000001,1.5,300.0,-4.0291966540063795
700.0,6.200000000000001,1.5,400.0,-3.9952142664182055
700.0,6.200000000000001,1.5,500.0,-4.0217602625717435
700.0,6.200000000000001,2.0,0.0,-5.712953446764404
700.0,6.200000000000001,2.0,100.0,-5.72755524892246
700.0,6.200000000000001,2.0,200.0,-5.79369421772561
700.0,6.200000000000001,2.0,300.0,-4.173054070005435
700.0,6.200000000000001,2.0,400.0,-4.05042681682814
700.0,6.200000000000001,2.0,500.0,-4.061883033346243
700.0,6.200000000000001,2.5,0.0,-5.79369421772561
700.0,6.200000000000001,2.5,100.0,-5.820664524237382
700.0,6.200000000000001,2.5,200.0,-5.820664524237382
700.0,6.200000000000001,2.5,300.0,-4.229457694769963
700.0,6.200000000000001,2.5,400.0,-4.307853488436227
700.0,6.200000000000001,2.5,500.0,-4.250120572835768
700.0,6.200000000000001,3.0,0.0,-5.820664524237382
700.0,6.200000000000001,3.0,100.0,-5.854269445764659
700.0,6.200000000000001,3.0,200.0,-5.946532323915019
700.0,6.200000000000001,3.0,300.0,-4.43805522164407
700.0,6.200000000000001,3.0,400.0,-4.307853488436227
700.0,6.200000000000001,3.0,500.0,-4.25100324931414
700.0,6.200000000000001,3.5,0.0,-5.882656491570638
700.0,6.200000000000001,3.5,100.0,-5.946532323915019
700.0,6.200000000000001,3.5,200.0,-5.6127902554500295
700.0,6.200000000000001,3.5,300.0,-4.438937898122441
700.0,6.200000000000001,3.5,400.0,-4.310526137345831
700.0,6.200000000000001,3.5,500.0,-4.252793221745373
700.0,6.200000000000001,4.0,0.0,-5.946532323915019
700.0,6.200000000000001,4.0,100.0,-5.9474150003933905
700.0,6.200000000000001,4.0,200.0,-5.614562046590777
700.0,6.200000000000001,4.0,300.0,-4.419761161122304
700.0,6.200000000000001,4.0,400.0,-4.310526137345831
700.0,6.200000000000001,4.0,500.0,-4.252793221745373
700.0,6.200000000000001,4.5,0.0,-5.948304115055766
700.0,6.200000000000001,4.5,100.0,-5.948304115055766
700.0,6.200000000000001,4.5,200.0,-5.614562046590777
700.0,6.200000000000001,4.5,300.0,-4.419761161122304
700.0,6.200000000000001,4.5,400.0,-4.310526137345831
700.0,6.200000000000001,4.5,500.0,-4.252793221745373
800.0,1.7,0.0,0.0,-6.620012042228
800.0,1.7,0.0,100.0,-6.342471108869915
800.0,1.7,0.0,200.0,-4.739660750653755
800.0,1.7,0.0,300.0,-4.683433647970596
800.0,1.7,0.0,400.0,-4.62509946055977
800.0,1.7,0.0,500.0,-4.469877498251248
800.0,1.7,0.5,0.0,-6.543325161611512
800.0,1.7,0.5,100.0,-5.869350258268004
800.0,1.7,0.5,200.0,-4.710603815055026
800.0,1.7,0.5,300.0,-4.390457482307809
800.0,1.7,0.5,400.0,-4.1623835028364224
800.0,1.7,0.5,500.0,-4.237064790067885
800.0,1.7,1.0,0.0,-6.268829792884518
800.0,1.7,1.0,100.0,-5.6783725963821245
800.0,1.7,1.0,200.0,-4.272377308489631
800.0,1.7,1.0,300.0,-4.1223724810508875
800.0,1.7,1.0,400.0,-4.07640371809687
800.0,1.7,1.0,500.0,-4.197143842961109
800.0,1.7,1.5,0.0,-6.065976609637978
800.0,1.7,1.5,100.0,-5.582227996578857
800.0,1.7,1.5,200.0,-4.19569849975838
800.0,1.7,1.5,300.0,-4.082423890109376
800.0,1.7,1.5,400.0,-4.042095141751046
800.0,1.7,1.5,500.0,-4.189479749883657
800.0,1.7,2.0,0.0,-6.053631570420772
800.0,1.7,2.0,100.0,-5.55129477818512
800.0,1.7,2.0,200.0,-4.1719477709106005
800.0,1.7,2.0,300.0,-4.0747597970319225
800.0,1.7,2.0,400.0,-4.042989788441712
800.0,1.7,2.0,500.0,-4.221208875481034
800.0,1.7,2.5,0.0,-6.030276808664365
800.0,1.7,2.5,100.0,-5.5472492017456085
800.0,1.7,2.5,200.0,-4.168234280676192
800.0,1.7,2.5,300.0,-4.107208570220847
800.0,1.7,2.5,400.0,-4.050496838500932
800.0,1.7,2.5,500.0,-4.046196105520356
800.0,1.7,3.0,0.0,-6.035396213801467
800.0,1.7,3.0,100.0,-5.586592916589989
800.0,1.7,3.0,200.0,-4.171442042829215
800.0,1.7,3.0,300.0,-3.875969364586104
800.0,1.7,3.0,400.0,-3.8884966689443714
800.0,1.7,3.0,500.0,-4.039322357069022
800.0,1.7,3.5,0.0,-6.049730085032303
800.0,1.7,3.5,100.0,-5.220618321502728
800.0,1.7,3.5,200.0,-3.969993674964255
800.0,1.7,3.5,300.0,-3.8325549303514337
800.0,1.7,3.5,400.0,-3.894689080721607
800.0,1.7,3.5,500.0,-4.0481246969641935
800.0,1.7,4.0,0.0,-5.706049065003763
800.0,1.7,4.0,100.0,-5.148727880643155
800.0,1.7,4.0,200.0,-3.9768980567248926
800.0,1.7,4.0,300.0,-3.8277705134407563
800.0,1.7,4.0,400.0,-3.980887099066635
800.0,1.7,4.0,500.0,-4.147076466327474
800.0,1.7,4.5,0.0,-5.707671374656058
800.0,1.7,4.5,100.0,-5.1604599358753545
800.0,1.7,4.5,200.0,-4.091517851735997
800.0,1.7,4.5,300.0,-3.983955985244174
800.0,1.7,4.5,400.0,-4.021159621674091
800.0,1.7,4.5,500.0,-4.153774120218545
800.0,2.0,0.0,0.0,-6.597433243826917
800.0,2.0,0.0,100.0,-6.281776437376262
800.0,2.0,0.0,200.0,-4.739660750653755
800.0,2.0,0.0,300.0,-4.651969962283558
800.0,2.0,0.0,400.0,-4.3740656276642635
800.0,2.0,0.0,500.0,-4.291389416651387
800.0,2.0,0.5,0.0,-6.276053038642978
800.0,2.0,0.5,100.0,-5.93188521774468
800.0,2.0,0.5,200.0,-4.466719449892489
800.0,2.0,0.5,300.0,-4.182840600618497
800.0,2.0,0.5,400.0,-4.101757452725338
800.0,2.0,0.5,500.0,-4.217061130023373
800.0,2.0,1.0,0.0,-6.130563890937992
800.0,2.0,1.0,100.0,-5.678319354268842
800.0,2.0,1.0,200.0,-4.216099291128174
800.0,2.0,1.0,300.0,-4.101971689681095
800.0,2.0,1.0,400.0,-4.056486431034605
800.0,2.0,1.0,500.0,-4.184324263023157
800.0,2.0,1.5,0.0,-6.059213410809682
800.0,2.0,1.5,100.0,-5.660900532020668
800.0,2.0,1.5,200.0,-4.178607620901047
800.0,2.0,1.5,300.0,-4.075764040118928
800.0,2.0,1.5,400.0,-4.048822337957152
800.0,2.0,1.5,500.0,-4.186050855144706
800.0,2.0,2.0,0.0,-6.0409578048229955
800.0,2.0,2.0,100.0,-5.635412500096064
800.0,2.0,2.0,200.0,-4.170943527823595
800.0,2.0,2.0,300.0,-4.072050549884519
800.0,2.0,2.0,400.0,-4.079719518123648
800.0,2.0,2.0,500.0,-4.195126545096411
800.0,2.0,2.5,0.0,-6.0302093325962165
800.0,2.0,2.5,100.0,-5.639586117920781
800.0,2.0,2.5,200.0,-4.203392301012519
800.0,2.0,2.5,300.0,-4.0740501969484795
800.0,2.0,2.5,400.0,-3.895974373128703
800.0,2.0,2.5,500.0,-4.039044685634125
800.0,2.0,3.0,0.0,-6.071579300794078
800.0,2.0,3.0,100.0,-5.652672897382041
800.0,2.0,3.0,200.0,-4.003814677096962
800.0,2.0,3.0,300.0,-3.8732175341173134
800.0,2.0,3.0,400.0,-3.889100624677369
800.0,2.0,3.0,500.0,-4.044769780383836
800.0,2.0,3.5,0.0,-5.778217177298235
800.0,2.0,3.5,100.0,-5.219815589030097
800.0,2.0,3.5,200.0,-3.9702713463991524
800.0,2.0,3.5,300.0,-3.8801219158779516
800.0,2.0,3.5,400.0,-3.8996157066475714
800.0,2.0,3.5,500.0,-4.113043888072821
800.0,2.0,4.0,0.0,-5.706326736438662
800.0,2.0,4.0,100.0,-5.2214378986823915
800.0,2.0,4.0,200.0,-3.98200340163135
800.0,2.0,4.0,300.0,-3.995670452332037
800.0,2.0,4.0,400.0,-4.0226497874088
800.0,2.0,4.0,500.0,-4.147432366537924
